GEOID,NAMELSAD,avg_d_mbps_wt,avg_u_mbps_wt,avg_lat_ms_wt,tests,State
1001,Autauga County,272.6701451379924,127.57792678518464,20.941381169131706,3255.25,Alabama
1003,Baldwin County,232.2718988613616,120.95405799448908,29.257212946706115,22964.75,Alabama
1005,Barbour County,188.26453126894188,41.84125247703162,110.57130463213602,527.0,Alabama
1007,Bibb County,117.39097777280436,80.51505323165158,54.48388151182279,662.0,Alabama
1009,Blount County,157.52445162757073,38.39481613068576,30.20461054458204,3690.5,Alabama
1011,Bullock County,64.53952125834324,55.082064613312994,46.78078613348412,179.0,Alabama
1013,Butler County,111.49072267570416,33.28287514198869,57.44134437711459,601.0,Alabama
1015,Calhoun County,242.08136789782463,101.37488633959585,20.74855957036975,4614.5,Alabama
1017,Chambers County,205.18615204222368,58.07803888339061,28.225547197394604,1003.25,Alabama
1019,Cherokee County,65.09684252633156,12.533399316423411,50.246123448083125,1990.75,Alabama
1021,Chilton County,160.22142805829043,116.87914132363532,38.26453940879664,2088.5,Alabama
1023,Choctaw County,35.748390117559886,8.986251143889023,62.69400835135785,285.5,Alabama
1025,Clarke County,142.70973743309222,24.334450590860754,78.15602121308564,835.25,Alabama
1027,Clay County,118.8128849828042,44.64132750507324,63.69926643724701,556.25,Alabama
1029,Cleburne County,62.85906779473309,19.15681020942848,78.22313291331743,780.75,Alabama
1031,Coffee County,277.2495652294541,114.99946199363517,18.194301291103613,3480.0,Alabama
1033,Colbert County,232.7702581627729,85.58952414910905,34.94232637833425,2480.25,Alabama
1035,Conecuh County,139.20191750010417,15.997338940943145,59.478367769972415,242.5,Alabama
1037,Coosa County,181.016160741305,89.94403282340649,63.05147994333209,451.0,Alabama
1039,Covington County,304.794593316056,203.0606928754457,18.790995610913328,2774.0,Alabama
1041,Crenshaw County,162.01081088091166,136.59107863174995,34.44358482413281,327.0,Alabama
1043,Cullman County,284.0545495418576,137.61570518084227,21.54423765660318,5059.25,Alabama
1045,Dale County,233.17021638835797,99.17957883478054,48.92416205558901,2251.5,Alabama
1047,Dallas County,189.64204425222312,45.47143676282165,44.31446426206217,845.75,Alabama
1049,DeKalb County,240.862562881553,142.66895592919158,25.53390449814799,2762.5,Alabama
1051,Elmore County,245.18345782663215,110.605015988649,14.171669049335993,5112.5,Alabama
1053,Escambia County,161.308441882856,21.036938756102256,55.104075338412514,2012.25,Alabama
1055,Etowah County,240.48889355195743,69.19584126319747,32.01929617813208,3420.75,Alabama
1057,Fayette County,265.8390501727022,226.85713744979708,13.60693294251701,1197.25,Alabama
1059,Franklin County,277.1710112822405,185.95200122970445,25.107305570618152,2566.5,Alabama
1061,Geneva County,202.94329388804863,69.79354009595505,54.14655939018644,970.75,Alabama
1063,Greene County,47.93654073126053,9.479740231147517,186.06177003733356,156.75,Alabama
1065,Hale County,174.84694145484767,80.2198909482903,99.9108358348825,401.0,Alabama
1067,Henry County,197.46211074389237,106.16313755683318,41.26147193115082,834.5,Alabama
1069,Houston County,241.85362168752332,55.06201544486282,27.99787108969736,5129.75,Alabama
1071,Jackson County,208.30266528534983,135.51798419612263,14.677855950487867,2737.5,Alabama
1073,Jefferson County,258.3669343247922,95.90095749821,19.585700947882003,30820.0,Alabama
1075,Lamar County,218.83307370935563,186.5364746640577,9.929140794563018,745.0,Alabama
1077,Lauderdale County,218.9897975150518,103.46241038934386,29.264762695197525,5343.5,Alabama
1079,Lawrence County,352.1183513078683,267.3722696337893,18.19929279151844,1396.5,Alabama
1081,Lee County,255.6777478419638,99.00915687817846,18.124436655494343,8159.25,Alabama
1083,Limestone County,263.09654608177374,120.07042283415498,25.179513795933005,6444.5,Alabama
1085,Lowndes County,102.81306994418551,42.52061470572879,53.82543919904873,436.25,Alabama
1087,Macon County,171.77771743706245,93.10078624142506,45.07260571974261,558.0,Alabama
1089,Madison County,272.295901208077,175.5967332231963,16.600486873087235,26147.75,Alabama
1091,Marengo County,59.3675416492782,20.7562987266692,50.54253262290823,494.75,Alabama
1093,Marion County,181.6080014589841,188.41296767357755,6.795036474217031,1831.25,Alabama
1095,Marshall County,226.24599228667216,69.87347115665423,24.952300549124963,4832.25,Alabama
1097,Mobile County,260.5858219221813,106.94864945610188,30.033773998911453,14211.0,Alabama
1099,Monroe County,114.5179552470743,16.02851612324391,61.84480515577632,827.5,Alabama
1101,Montgomery County,241.9248855439916,56.48267693764376,25.408686839609484,8152.75,Alabama
1103,Morgan County,281.75149512283326,126.66595477446572,21.26795558237534,7110.0,Alabama
1105,Perry County,91.14169254298707,45.65807941819136,98.0266791675643,187.25,Alabama
1107,Pickens County,131.61071978182196,60.84732117332753,106.45480528817455,518.25,Alabama
1109,Pike County,170.19936579234434,102.55208961869738,13.888485882494372,988.75,Alabama
1111,Randolph County,89.77427123207812,18.47339868305034,79.0328052147707,1437.25,Alabama
1113,Russell County,232.77262723723604,76.47611155640193,25.6981936788469,2205.0,Alabama
1115,St. Clair County,185.22068994771155,65.34132972906491,38.949856654557365,7863.5,Alabama
1117,Shelby County,260.2252505447568,104.70165560599588,20.77070003512885,18659.75,Alabama
1119,Sumter County,154.23649514262044,16.795485328598232,109.54070304778392,309.5,Alabama
1121,Talladega County,227.54331511123183,112.9876332401871,25.403840877767145,4236.25,Alabama
1123,Tallapoosa County,228.4055431818187,53.80724743588748,32.61858160561488,2119.5,Alabama
1125,Tuscaloosa County,243.6024773141654,84.50083930056019,26.64968736876776,8389.5,Alabama
1127,Walker County,212.9884973029376,54.60621678811231,29.905083006111937,3081.5,Alabama
1129,Washington County,49.58460680749725,10.874732379752992,60.47819041835652,490.25,Alabama
1131,Wilcox County,77.03357553402313,19.250547928913143,92.09268881957716,304.5,Alabama
1133,Winston County,197.88630576408195,155.30584251976748,37.561584738134975,2168.0,Alabama
2013,Aleutians East Borough,176.37284278227503,24.253756748649124,134.22375101517096,334.25,Alaska
2016,Aleutians West Census Area,195.41436576980607,27.942942663167784,97.40052288680504,674.75,Alaska
2020,Anchorage Municipality,271.0815511987073,38.47685424265375,18.579215822773687,12506.25,Alaska
2050,Bethel Census Area,70.44700652295622,7.6646552244844255,120.6862356367674,1190.5,Alaska
2060,Bristol Bay Borough,79.31276222246792,9.473381553884712,98.77956902059069,85.75,Alaska
2063,Chugach Census Area,139.06161937983052,97.54897702507624,33.4866789541989,479.0,Alaska
2066,Copper River Census Area,127.71308109019633,84.00890182166853,42.04233962324559,253.0,Alaska
2068,Denali Borough,81.35396212223537,30.15478426278581,48.88477667611116,427.5,Alaska
2070,Dillingham Census Area,100.70091227352457,11.104286859331488,113.71924997894826,176.0,Alaska
2090,Fairbanks North Star Borough,180.6326253408397,29.480615665995163,37.55402360020306,5280.5,Alaska
2100,Haines Borough,80.93379023213772,31.798039785611568,52.78670327457989,162.75,Alaska
2105,Hoonah-Angoon Census Area,76.40160318238242,12.83745845266096,65.11556137079985,318.75,Alaska
2110,Juneau City and Borough,192.30936214105927,28.545911908996395,24.622717592124047,1594.5,Alaska
2122,Kenai Peninsula Borough,87.90525984064831,16.05459678679862,44.00091664934294,5493.25,Alaska
2130,Ketchikan Gateway Borough,183.3692045178444,180.7975993068693,17.690658175432265,938.25,Alaska
2150,Kodiak Island Borough,186.45007528307295,24.620945895337016,54.12538188505134,760.5,Alaska
2158,Kusilvak Census Area,104.15382945228195,10.305213071071927,148.64915989484118,1685.0,Alaska
2164,Lake and Peninsula Borough,104.57665780143256,11.80605312003394,142.29757152299564,183.0,Alaska
2170,Matanuska-Susitna Borough,150.69205625047618,31.915384625481952,26.69616341708155,5204.5,Alaska
2180,Nome Census Area,134.08076730482912,18.47693317107968,124.42762634369124,992.75,Alaska
2185,North Slope Borough,61.570614723690674,18.8223943501085,116.34564677822294,1243.75,Alaska
2188,Northwest Arctic Borough,187.7784736005549,27.05494244130193,143.6160129325299,390.0,Alaska
2195,Petersburg Borough,209.02541424870952,27.61990217629451,63.3178486646427,88.75,Alaska
2198,Prince of Wales-Hyder Census Area,81.58097072897695,14.312696677851712,86.62007339810035,514.5,Alaska
2220,Sitka City and Borough,248.04122999622217,30.21241900503001,30.56806167293202,448.25,Alaska
2230,Skagway Municipality,58.90076892334558,10.477765474196117,65.58244350668048,117.0,Alaska
2240,Southeast Fairbanks Census Area,63.28961369786876,10.71916283681771,87.35485480302879,600.75,Alaska
2275,Wrangell City and Borough,229.9937995411559,34.320155290306616,40.16818786532558,100.25,Alaska
2282,Yakutat City and Borough,96.81333515023258,13.235813690413334,167.2890899339962,206.0,Alaska
2290,Yukon-Koyukuk Census Area,81.25073836598341,8.670482048465121,190.1476798411965,242.75,Alaska
4001,Apache County,46.225696811331446,11.947538190717518,70.73967646664225,3156.5,Arizona
4003,Cochise County,173.19385548010013,23.38947321189792,37.99974695983398,7146.0,Arizona
4005,Coconino County,151.89230796963557,23.903388633446863,44.56463162245296,10818.25,Arizona
4007,Gila County,104.94665393963209,13.895141688254098,51.77579139423668,3079.5,Arizona
4009,Graham County,174.31283323817928,34.54823613814013,30.586162450538872,1559.75,Arizona
4011,Greenlee County,182.30172119022524,35.72619479056266,29.99159782256544,465.0,Arizona
4012,La Paz County,79.2418903055373,12.66233200546994,48.80344354914294,3471.0,Arizona
4013,Maricopa County,264.47008611893995,84.67133967899959,14.245163850865673,274185.25,Arizona
4015,Mohave County,217.99755245653108,45.66191937549155,31.122503199875247,21203.5,Arizona
4017,Navajo County,118.60935778800676,15.640007449665283,52.60408290416608,6670.25,Arizona
4019,Pima County,251.11829089773852,39.521083860951705,20.190072643747666,51366.5,Arizona
4021,Pinal County,234.4572617726216,78.22446872952277,20.434322497498005,36332.0,Arizona
4023,Santa Cruz County,159.94269148799384,21.090345810299617,42.14464190340544,2429.0,Arizona
4025,Yavapai County,155.508660385401,26.089587170979453,29.539680255490723,18376.5,Arizona
4027,Yuma County,228.11473756250257,23.9712669742858,26.185387614987413,9940.0,Arizona
5001,Arkansas County,200.6439650414327,164.40584507130123,29.47075205431603,1317.25,Arkansas
5003,Ashley County,188.9209228270111,184.8609082191035,34.85108249593944,900.5,Arkansas
5005,Baxter County,208.7353526895246,114.58238972541687,15.05448203314883,2865.25,Arkansas
5007,Benton County,250.69342006141088,100.02509619755013,27.46597107573959,19244.75,Arkansas
5009,Boone County,166.84442155495114,88.43427427452544,28.153638766938386,2616.75,Arkansas
5011,Bradley County,188.85100106798723,124.48148574186663,55.999766879320106,484.25,Arkansas
5013,Calhoun County,262.4995111241285,228.3678587958111,35.8682693887295,229.0,Arkansas
5015,Carroll County,94.53915996432912,36.51852389151181,69.66130348482979,2332.5,Arkansas
5017,Chicot County,90.68422613286933,14.329771964739354,61.19243785549192,303.0,Arkansas
5019,Clark County,227.7566762425707,109.82567764687028,18.09874020445108,1041.75,Arkansas
5021,Clay County,152.399120808144,79.96398877866353,19.65962979485119,613.75,Arkansas
5023,Cleburne County,169.7699709300902,86.27657646166105,44.35785627163988,2270.5,Arkansas
5025,Cleveland County,68.48227785671185,30.076052050677397,218.84006282704456,317.0,Arkansas
5027,Columbia County,172.13172167300667,45.280694987199176,37.165255232202725,1029.25,Arkansas
5029,Conway County,175.15580163883035,63.51839462746496,43.21480657451364,1258.75,Arkansas
5031,Craighead County,269.98001281818085,146.12513786416795,12.71248785715661,5925.0,Arkansas
5033,Crawford County,268.3620189451891,143.0116683976607,13.977954998150738,2570.5,Arkansas
5035,Crittenden County,247.2690824772677,89.5664683948766,25.149279912761045,2260.75,Arkansas
5037,Cross County,179.44123027202957,125.92530474753016,48.20468558931835,788.5,Arkansas
5039,Dallas County,194.05670217648847,207.5428451165476,33.31703107935168,342.75,Arkansas
5041,Desha County,110.01986455645844,32.41892716157325,61.01621365071868,572.5,Arkansas
5043,Drew County,151.17033591417712,35.32291105422483,51.15298802812356,842.75,Arkansas
5045,Faulkner County,185.85178595104105,101.0241933993452,19.78603453224512,9060.75,Arkansas
5047,Franklin County,212.25129816774387,191.5708105890525,16.443032141459,1279.25,Arkansas
5049,Fulton County,187.0318530685656,158.33866628462985,20.56507252094205,439.0,Arkansas
5051,Garland County,193.27265097756288,56.73292943019868,43.46869454109782,7891.25,Arkansas
5053,Grant County,333.89435494017107,327.2928592058619,11.37496573061244,2886.25,Arkansas
5055,Greene County,146.9547410374982,112.465861771526,7.687355554231575,1736.75,Arkansas
5057,Hempstead County,104.29173301132911,88.10763022326094,42.50563995427032,1067.25,Arkansas
5059,Hot Spring County,210.2036289761404,95.98463840366654,36.11397973293586,1698.5,Arkansas
5061,Howard County,159.59199759020444,106.13601873706288,54.62724855206008,648.0,Arkansas
5063,Independence County,179.7690232518707,47.19809814174785,30.49595556538427,1989.0,Arkansas
5065,Izard County,138.8743256451695,111.79463048218766,35.49873883800028,858.5,Arkansas
5067,Jackson County,235.8748793749408,114.20640636262956,17.848182455545025,547.5,Arkansas
5069,Jefferson County,163.8852478010809,90.23552724816182,35.28637383049307,2879.0,Arkansas
5071,Johnson County,218.7710415114313,178.8148926091768,12.154912052605493,1141.5,Arkansas
5073,Lafayette County,105.41337148276948,74.60567392740083,28.68235064052624,327.75,Arkansas
5075,Lawrence County,207.69544031144,133.28322774286028,13.436272323732377,820.25,Arkansas
