geoid,NAMELSAD,avg_d_mbps_wt,avg_u_mbps_wt,avg_lat_ms_wt,tests,State,Year,POP_ESTIMATE_2022,NET_MIG_2022,Median_Household_Income_2021,Med_HH_Income_Percent_of_State_Total_2021,WOODARD NATION NAME,Less_than_a_high_school_diploma_2017_21,High_school_diploma_only_2017_21,Some_college_or_associate_degree_2017_21,Bachelor_degree_or_higher_2017_21,Percent_of_adults_with_less_than_a_high_school_diploma_2017_21,Percent_of_adults_with_a_high_school_diploma_only_2017_21,Percent_of_adults_completing_some_college_or_associate_degree_2017_21,Percent_of_adults_with_a_bachelor_degree_or_higher_2017_21,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
1037,Coosa,61.1117619,7.672358979,131.2682582,235.25,Alabama,2019,10166.0,-111.0,45954.0,85.1,DEEP SOUTH,1217.0,3410.0,2623.0,915.0,14.90508266993264,41.76362523,32.12492345376607,11.20636864666258,50.1,49.5,50.5
1039,Covington,64.99334841,13.82160569,62.40763549,1286.75,Alabama,2019,37602.0,338.0,44188.0,81.8,DEEP SOUTH,3915.0,10037.0,8293.0,4176.0,14.81775860111275,37.98872109306991,31.38791113129707,15.80560917452027,43.3,41.8,45.0
1041,Crenshaw,102.0410123,57.0030136,50.7792533,485.5,Alabama,2019,13025.0,70.0,38037.0,70.5,DEEP SOUTH,1742.0,3882.0,2133.0,1524.0,18.76952914556621,41.82738928994721,22.98243723736666,16.42064432711992,41.4,40.1,42.6
1043,Cullman,75.44229037,13.56279974,59.42095092,4498.5,Alabama,2019,90665.0,1287.0,55036.0,101.9,GREATER APPALACHIA,9560.0,19624.0,21400.0,9979.0,15.78521539553853,32.40262206297574,35.33510559252348,16.47705694896224,41.0,39.7,42.2
1045,Dale,76.89113046,27.1715185,53.04541212,1981.25,Alabama,2019,49544.0,160.0,50086.0,92.8,DEEP SOUTH,5093.0,10376.0,11859.0,6278.0,15.15503183955246,30.87543891,35.28834136761292,18.68118788311611,38.2,36.5,39.8
1047,Dallas,39.36151328,7.083954686,70.35113641,779.5,Alabama,2019,36767.0,-611.0,33159.0,61.4,DEEP SOUTH,3709.0,10065.0,8304.0,4241.0,14.09248071735248,38.24233443519891,31.55135074,16.11383411223831,41.1,38.5,43.1
1049,DeKalb,76.4340615,57.62618054,32.12982613,3365.5,Alabama,2019,71998.0,462.0,45062.0,83.5,GREATER APPALACHIA,10522.0,16172.0,14623.0,6969.0,21.79099531955432,33.49210951414489,30.28414033053059,14.43275484,40.0,38.7,41.2
1051,Elmore,86.32832102,25.18022347,39.95943352,4279.75,Alabama,2019,89563.0,954.0,63147.0,117.0,DEEP SOUTH,7459.0,19351.0,18732.0,14830.0,12.35506526204201,32.05293844828729,31.02762870204731,24.56436759,39.3,37.8,40.7
1053,Escambia,57.32604673,13.69522828,127.0675743,1039.0,Alabama,2019,36666.0,210.0,40506.0,75.0,DEEP SOUTH,4697.0,11249.0,6543.0,3227.0,18.26489345154767,43.74319489811791,25.44330377974802,12.54860787058641,40.2,38.8,41.9
1055,Etowah,100.0878093,26.1718234,36.01582824,4041.0,Alabama,2019,103088.0,581.0,46308.0,85.8,GREATER APPALACHIA,10014.0,24491.0,24986.0,13067.0,13.80137269494749,33.75368670580777,34.43589955621709,18.00904104302765,42.0,40.4,43.4
1057,Fayette,31.51548253,14.8362633,125.7493361,644.25,Alabama,2019,16118.0,84.0,46122.0,85.4,GREATER APPALACHIA,1951.0,4714.0,3472.0,1361.0,16.96816837710906,40.99843451034963,30.19655592276917,11.83684118977214,43.5,42.1,45.1
1059,Franklin,62.15750165,8.833264401,59.6436043,1270.75,Alabama,2019,31932.0,25.0,45440.0,84.2,GREATER APPALACHIA,4381.0,9016.0,4922.0,3050.0,20.50166128503907,42.19196031634611,23.03336609,14.27301230754832,39.2,38.1,40.3
1061,Geneva,29.68293137,9.51890383,142.1760479,364.25,Alabama,2019,26783.0,336.0,43206.0,80.0,DEEP SOUTH,3294.0,6879.0,6103.0,2538.0,17.50823854576379,36.56319761879451,32.43860955,13.48995428935899,43.2,42.1,44.4
1063,Greene,12.98988734,3.820298662,204.8352858,68.75,Alabama,2019,7422.0,-113.0,30225.0,56.0,DEEP SOUTH,861.0,2173.0,1797.0,703.0,15.55836646187206,39.26635345,32.47199132634622,12.70328876039031,43.9,41.6,46.0
1065,Hale,46.10650104,8.059720343,157.05169,190.75,Alabama,2019,14595.0,-70.0,41995.0,77.8,DEEP SOUTH,1890.0,3943.0,2664.0,1593.0,18.73141724479683,39.07829534,26.40237859,15.78790882061447,40.3,38.6,41.9
1067,Henry,41.17273653,5.952276884,99.99823692,636.0,Alabama,2019,17655.0,334.0,56389.0,104.4,DEEP SOUTH,2280.0,3931.0,3358.0,2633.0,18.68546139977053,32.21603015899033,27.52007867562695,21.57842977,44.8,43.3,46.2
1069,Houston,79.39318891,13.54228053,40.59007003,4654.5,Alabama,2019,108079.0,832.0,48701.0,90.2,DEEP SOUTH,9006.0,23633.0,24570.0,16350.0,12.24323332291086,32.12795171,33.40175913212523,22.22705583273291,40.2,38.7,41.7
1071,Jackson,78.43113268,55.76661848,24.82771978,2761.5,Alabama,2019,52891.0,600.0,46998.0,87.0,GREATER APPALACHIA,6627.0,14431.0,10579.0,6072.0,17.57405393937787,38.26937866291867,28.05431064,16.10225675568167,43.8,42.7,44.9
1073,Jefferson,113.3277476,38.98451507,23.96382596,46985.0,Alabama,2019,665409.0,-3791.0,55210.0,102.3,DEEP SOUTH,41479.0,121180.0,137209.0,159041.0,9.038611141,26.40610665731115,29.89895600217036,34.65632619974766,37.9,36.4,39.3
1075,Lamar,31.54649759,5.686617299,102.8151539,477.75,Alabama,2019,13705.0,51.0,44265.0,82.0,GREATER APPALACHIA,1745.0,4151.0,3062.0,990.0,17.54121431443506,41.72698029754724,30.78005629272216,9.951749095295536,44.4,43.0,45.6
1077,Lauderdale,67.66149729,33.23064694,52.51732742,3928.0,Alabama,2019,95878.0,1401.0,52222.0,96.7,GREATER APPALACHIA,7275.0,22572.0,18101.0,16396.0,11.30641551659828,35.08019395747855,28.13160512246674,25.48178540345642,40.4,39.0,41.9
1079,Lawrence,48.13816942,7.766948649,72.19657682,710.75,Alabama,2019,33214.0,274.0,55555.0,102.9,GREATER APPALACHIA,3912.0,9642.0,6211.0,3568.0,16.76595379933999,41.32344747782111,26.61895169930999,15.29164702352891,42.6,41.1,44.1
1081,Lee,92.32246312,39.56628055,24.22967604,10994.0,Alabama,2019,180773.0,2608.0,54188.0,100.4,DEEP SOUTH,9095.0,23254.0,32377.0,40727.0,8.624695361914787,22.05153006552682,30.70277754070534,38.62099703185306,33.3,32.0,34.6
1083,Limestone,113.0322969,61.57815053,33.07598855,7862.25,Alabama,2019,110900.0,3325.0,69207.0,128.2,GREATER APPALACHIA,9573.0,19395.0,21892.0,20159.0,13.47949140370886,27.30959320745153,30.82555372505949,28.38536166378012,40.2,39.5,40.9
1085,Lowndes,23.71086343,7.789219971,128.4378494,191.75,Alabama,2019,9777.0,-93.0,36993.0,68.5,DEEP SOUTH,1094.0,3094.0,1900.0,1083.0,15.25589178636174,43.14600474,26.49560731,15.10249616510947,42.1,40.2,44.3
1087,Macon,60.68529773,7.195282384,131.9639626,288.5,Alabama,2019,18516.0,-283.0,35354.0,65.5,DEEP SOUTH,2067.0,3765.0,4044.0,2663.0,16.48456814738017,30.02631788818885,32.25137570779169,21.23773825663929,38.2,35.8,40.0
1089,Madison,119.3028645,78.60086633,25.83068056,34078.25,Alabama,2019,403565.0,6387.0,78386.0,145.2,GREATER APPALACHIA,21084.0,50364.0,74888.0,116323.0,8.027137848,19.17467134193003,28.51149208669796,44.28669872,38.5,37.3,39.7
1091,Marengo,16.74364703,6.80198793,88.36418545,604.5,Alabama,2019,18745.0,-89.0,42048.0,77.9,DEEP SOUTH,1750.0,4653.0,4071.0,2570.0,13.41613002146581,35.67157313707452,31.20975161,19.70254523152407,41.9,40.0,43.6
1093,Marion,90.28840749,85.90267928,33.93868705,2167.75,Alabama,2019,29156.0,361.0,44636.0,82.7,GREATER APPALACHIA,3921.0,7472.0,6963.0,2649.0,18.66698405141633,35.57248274220424,33.14925017852892,12.61128302785051,43.6,42.1,45.3
1095,Marshall,71.99092042,23.30494587,34.35780979,5295.0,Alabama,2019,99423.0,1028.0,50858.0,94.2,GREATER APPALACHIA,10675.0,20178.0,20053.0,13852.0,16.48444979770839,31.15908459,30.96605824762964,21.39040736279687,38.5,37.2,39.8
1097,Mobile,109.5976287,52.40101842,51.60453594,21753.5,Alabama,2019,411411.0,-1213.0,49848.0,92.3,DEEP SOUTH,34027.0,95988.0,83212.0,67053.0,12.14035964035964,34.24718139003853,29.68888255,23.92357642357642,38.1,36.7,39.4
1099,Monroe,50.45637454,9.363492709,110.6204993,912.5,Alabama,2019,19404.0,-21.0,40997.0,75.9,DEEP SOUTH,2440.0,6205.0,3435.0,1787.0,17.59573087185404,44.74652051633375,24.77103915771255,12.88670945409966,44.0,42.0,45.6
1101,Montgomery,113.9899729,33.54320922,19.57893876,10687.0,Alabama,2019,226361.0,-861.0,50645.0,93.8,DEEP SOUTH,18715.0,39384.0,43541.0,50876.0,12.27084371,25.82286448634897,28.54848015945868,33.35781163943455,36.9,35.0,38.6
1103,Morgan,83.11119745,25.22014654,46.17807075,6652.0,Alabama,2019,124211.0,1059.0,56340.0,104.4,GREATER APPALACHIA,12983.0,26406.0,26088.0,19291.0,15.31592110230276,31.15090600226501,30.77576443941109,22.75740845602114,40.7,39.5,41.9
1105,Perry,8.692227203,2.364378552,164.8011797,46.75,Alabama,2019,8035.0,-219.0,31522.0,58.4,DEEP SOUTH,1188.0,2229.0,1092.0,1051.0,21.36690647482014,40.08992805755396,19.64028776978417,18.90287769784173,40.6,37.0,43.2
1107,Pickens,20.15190395,4.366257753,145.0088763,433.0,Alabama,2019,18697.0,234.0,43926.0,81.4,DEEP SOUTH,2332.0,5903.0,3851.0,1854.0,16.72883787661406,42.34576757532281,27.62553802008608,13.29985652797704,42.0,39.8,44.8
1109,Pike,64.3777545,47.2690011,37.23235033,918.0,Alabama,2019,33014.0,354.0,38945.0,72.1,DEEP SOUTH,2465.0,7035.0,4515.0,5384.0,12.70684055879169,36.26475591525337,23.27439558740141,27.75400793855353,31.5,30.0,33.2
1111,Randolph,37.50815796,4.562925809,136.8373796,632.75,Alabama,2019,22479.0,373.0,45889.0,85.0,DEEP SOUTH,3039.0,5304.0,4566.0,2500.0,19.72224024920501,34.42144201440717,29.63203322733467,16.22428450905315,43.8,42.7,44.8
1113,Russell,74.87396601,34.47546313,31.23695925,3321.25,Alabama,2019,58555.0,-78.0,44849.0,83.1,DEEP SOUTH,5881.0,11774.0,15342.0,6886.0,14.74563097058897,29.52134994859966,38.46751748865431,17.26550159215706,37.3,36.1,38.3
1115,St. Clair,59.51263893,12.01470326,44.73592782,8019.5,Alabama,2019,93932.0,1281.0,63015.0,116.7,DEEP SOUTH,8873.0,22302.0,20529.0,11730.0,13.98776681275026,35.15780180975502,32.36277075,18.49166062364032,40.7,39.3,42.1
1117,Shelby,115.7475777,41.97157524,27.33942979,25610.5,Alabama,2019,230115.0,2356.0,85457.0,158.3,DEEP SOUTH,9632.0,29933.0,43839.0,67668.0,6.375767845795383,19.81373120101674,29.01861364117772,44.79188731201017,40.1,39.3,40.8
1119,Sumter,61.13176412,8.404693626,109.1421063,190.75,Alabama,2019,11853.0,-53.0,29490.0,54.6,DEEP SOUTH,982.0,2588.0,2644.0,1502.0,12.72680145152929,33.54069466044582,34.26645930533955,19.46604458268533,35.2,32.7,37.6
1121,Talladega,69.35636346,12.98157432,53.7060232,4293.25,Alabama,2019,80704.0,618.0,47331.0,87.7,DEEP SOUTH,9813.0,19830.0,18582.0,9138.0,17.10684588,34.56932168819623,32.39370325819779,15.93012917734428,42.0,40.9,43.2
1123,Tallapoosa,81.79582187,12.89609952,39.0790989,1902.5,Alabama,2019,40977.0,130.0,47444.0,87.9,DEEP SOUTH,5432.0,9300.0,9406.0,5322.0,18.43856076035302,31.56822810590631,31.92803801765105,18.06517311608961,45.9,44.5,46.9
1125,Tuscaloosa,107.2224253,40.17535908,37.80103019,10316.5,Alabama,2019,236780.0,977.0,56274.0,104.2,DEEP SOUTH,14563.0,41868.0,41083.0,43086.0,10.35775248933144,29.77809388335704,29.21977240398293,30.64438122332859,32.7,31.9,33.4
1127,Walker,87.80684115,14.20132966,59.37803196,2969.0,Alabama,2019,64339.0,267.0,46343.0,85.8,GREATER APPALACHIA,8033.0,15674.0,15264.0,6391.0,17.70865482,34.55315021383537,33.64930999515012,14.08888496979851,42.0,40.4,43.5
1129,Washington,12.85387323,2.810734788,183.4842258,427.25,Alabama,2019,15122.0,-75.0,49795.0,92.2,DEEP SOUTH,1498.0,4606.0,3258.0,1469.0,13.83067122149386,42.52608254085495,30.08032499307543,13.56292124457575,43.2,41.6,44.8
1131,Wilcox,22.79397169,5.938328028,125.9488707,271.5,Alabama,2019,10059.0,-224.0,30071.0,55.7,DEEP SOUTH,1485.0,2806.0,2078.0,785.0,20.75761811573945,39.22281241263629,29.04668716801789,10.97288230360637,41.8,39.2,43.8
1133,Winston,41.0905026,35.07263223,96.48594036,1919.75,Alabama,2019,23755.0,265.0,47176.0,87.4,GREATER APPALACHIA,3520.0,6590.0,4616.0,2290.0,20.68641278796427,38.72825575928538,27.12740949694405,13.45792196,45.6,44.7,46.5
2020,Anchorage Municipality,109.5828338,23.71470637,18.81061238,16144.0,Alaska,2019,287145.0,-2694.0,86152.0,109.8,THE FAR WEST,11299.0,45842.0,65086.0,71085.0,5.844955305413011,23.71399602714783,33.66888760139049,36.77216106604867,,,
2050,Bethel Census Area,7.352484431,5.404729032,34.63168962,178.25,Alaska,2019,18257.0,-578.0,54849.0,69.9,FIRST NATION,1808.0,4674.0,2267.0,1276.0,18.03491271820449,46.62344139650873,22.61346633416459,12.72817955,,,
2060,Bristol Bay Borough,4.798471273,0.981210986,39.34845691,17.25,Alaska,2019,865.0,24.0,88516.0,112.8,THE FAR WEST,34.0,194.0,273.0,142.0,5.287713841368585,30.17107309486781,42.45723172628305,22.08398133748056,,,
2068,Denali Borough,23.63648372,14.53386392,26.77630776,395.0,Alaska,2019,1585.0,-20.0,85251.0,108.7,FIRST NATION,27.0,504.0,472.0,653.0,1.630434782608696,30.43478260869566,28.50241546,39.43236714975845,40.2,40.1,40.3
2070,Dillingham Census Area,4.077371794,1.610060681,31.84043786,48.0,Alaska,2019,4723.0,-75.0,58389.0,74.4,FIRST NATION,388.0,1151.0,780.0,564.0,13.45820326049254,39.92369060006937,27.05515088449532,19.56295525494277,,,
2090,Fairbanks North Star Borough,84.06500525,18.49451739,40.57723532,4481.25,Alaska,2019,95356.0,-791.0,76754.0,97.9,THE FAR WEST,3393.0,15698.0,22276.0,19976.0,5.531193453205745,25.59053192703324,36.31384184014476,32.56443277961625,,,
2100,Haines Borough,7.638269253,2.506210222,40.95788177,77.0,Alaska,2019,2056.0,-11.0,63155.0,80.5,THE FAR WEST,33.0,564.0,467.0,367.0,2.306079665,39.41299790356394,32.63452131,25.64640111809923,,,
2100,Haines Borough,7.638269253,2.506210222,40.95788177,77.0,Alaska,2019,2056.0,-11.0,63155.0,80.5,THE FAR WEST,376963.0,1000507.0,891024.0,785070.0,12.34501716682539,32.76522123001188,29.17980432045963,25.70995728,,,
2105,Hoonah-Angoon Census Area,8.593460235,3.155820159,170.4970075,82.5,Alaska,2019,2287.0,-51.0,56555.0,72.1,THE LEFT COAST,119.0,694.0,664.0,425.0,6.256572029442692,36.48790746582545,34.91062039957939,22.34490010515247,50.8,51.6,49.2
2110,Juneau City and Borough,68.65961337,17.01333383,36.08322896,1334.5,Alaska,2019,31685.0,-309.0,89922.0,114.6,THE LEFT COAST,1049.0,4791.0,7842.0,9145.0,4.595435230209839,20.98830332500986,34.35405441,40.06220704,,,
2122,Kenai Peninsula Borough,45.6935037,14.62548776,55.14331297,5136.0,Alaska,2019,60690.0,781.0,71111.0,90.7,THE FAR WEST,2497.0,12743.0,14742.0,11296.0,6.049227191239885,30.87116623867435,35.71393962885799,27.36566694122777,41.1,40.8,41.4
2130,Ketchikan Gateway Borough,78.37437206,64.32051362,13.24932367,783.75,Alaska,2019,13741.0,-80.0,73260.0,93.4,THE LEFT COAST,591.0,2829.0,3795.0,2586.0,6.029996939087848,28.86440159167432,38.72053872053872,26.38506274869911,,,
2150,Kodiak Island Borough,93.98401094,21.44173999,32.25192064,695.5,Alaska,2019,12720.0,-239.0,80863.0,103.1,THE FAR WEST,847.0,2508.0,2953.0,2599.0,9.509374649152353,28.15762883125631,33.15369933759964,29.17929718199169,,,
2158,Kusilvak Census Area,5.507302104,4.899872125,42.75526299,107.5,Alaska,2019,8278.0,-307.0,38203.0,48.7,FIRST NATION,833.0,2266.0,857.0,119.0,20.44171779141104,55.60736196319019,21.03067484662576,2.920245398773006,23.6,23.9,23.2
2164,Lake and Peninsula Borough,6.031603114,1.881908242,474.7652015,20.33333333,Alaska,2019,1381.0,-49.0,51205.0,65.3,FIRST NATION,68.0,258.0,167.0,141.0,10.72555205047319,40.69400630914826,26.34069400630915,22.23974763,34.8,36.1,33.0
2170,Matanuska-Susitna Borough,64.94190824,15.57903434,21.25989645,6060.75,Alaska,2019,113325.0,1844.0,80164.0,102.2,THE FAR WEST,4384.0,23039.0,25821.0,16552.0,6.281162244254684,33.00905496016964,36.99495673104476,23.71482606453092,,,
2180,Nome Census Area,6.289989633,6.288078448,34.17781376,82.0,Alaska,2019,9835.0,-186.0,65578.0,83.6,FIRST NATION,695.0,2451.0,1443.0,1033.0,12.3621487,43.59658485,25.66702241195305,18.37424404126645,,,
2185,North Slope Borough,16.99446459,20.00101879,24.25296304,489.25,Alaska,2019,10805.0,-292.0,95041.0,121.2,FIRST NATION,865.0,2904.0,2145.0,1093.0,12.34479805908377,41.44427001569859,30.61224489795918,15.59868702725846,35.2,38.1,29.8
2188,Northwest Arctic Borough,8.435930115,10.14594403,35.61787342,48.75,Alaska,2019,7423.0,-226.0,67586.0,86.2,FIRST NATION,673.0,2020.0,978.0,619.0,15.68764568764569,47.08624708624708,22.7972028,14.42890442890443,27.8,29.1,26.5
2195,Petersburg Borough,79.98423718,23.5417352,43.10834943,64.25,Alaska,2019,3360.0,-6.0,71878.0,91.6,THE LEFT COAST,216.0,788.0,813.0,721.0,8.510638298,31.04806934594169,32.03309692671395,28.40819542947203,42.4,43.9,40.7
2198,Prince of Wales-Hyder Census Area,6.138483875,2.510018411,123.7480092,127.5,Alaska,2019,5650.0,-73.0,56226.0,71.7,THE LEFT COAST,319.0,1588.0,1464.0,801.0,7.646212847555129,38.06327900287631,35.09108341323107,19.19942473633749,43.7,44.4,42.9
2220,Sitka City and Borough,90.6369032,19.14175995,36.42452363,467.0,Alaska,2019,8382.0,-36.0,78248.0,99.8,THE LEFT COAST,316.0,1546.0,2202.0,2024.0,5.190538765,25.39421813403416,36.16951379763469,33.24572930354796,,,
2230,Skagway Municipality,8.903236836,1.446933883,42.36719091,91.0,Alaska,2019,1081.0,-58.0,65712.0,83.8,THE FAR WEST,101.0,356.0,339.0,266.0,9.510357815,33.52165725047081,31.92090395480226,25.04708097928437,,,
2240,Southeast Fairbanks Census Area,13.63579487,4.15357193,51.01157482,364.25,Alaska,2019,7021.0,-4.0,68347.0,87.1,THE FAR WEST,332.0,1704.0,1570.0,865.0,7.425631849698054,38.11227913218519,35.11518675911429,19.34690225900246,,,
2261,Valdez-Cordova Census Area,41.51430247,15.38369944,32.98595357,778.75,Alaska,2019,,,,,THE FAR WEST,,,,,,,,,,,
2275,Wrangell City and Borough,83.06752041,17.79825461,22.15583081,83.25,Alaska,2019,2070.0,-22.0,64732.0,82.5,THE LEFT COAST,238.0,578.0,510.0,237.0,15.22712731925784,36.98016634676903,32.62955854,15.16314779270633,49.6,49.9,49.2
2290,Yukon-Koyukuk Census Area,6.941153571,5.995338571,91.415,24.75,Alaska,2019,5179.0,-102.0,44934.0,57.3,FIRST NATION,448.0,1471.0,1111.0,449.0,12.87726358148893,42.28226501868353,31.93446392641563,12.90600747,,,
4001,Apache,9.469781991,4.23955745,140.7076397,613.25,Arizona,2019,65432.0,472.0,41002.0,59.5,THE FAR WEST,7549.0,13150.0,16229.0,5434.0,17.82021623152826,31.04197157830131,38.31027807941079,12.82753411075964,36.1,35.1,37.1
4003,Cochise,68.9739343,10.90619604,35.99007214,6096.0,Arizona,2019,125663.0,452.0,55748.0,80.8,EL NORTE,9897.0,21308.0,33661.0,22569.0,11.31926574,24.37010351,38.49831303253846,25.81231772173614,41.9,40.2,44.1
4005,Coconino,86.97928797,18.98161458,47.05058071,9629.0,Arizona,2019,144060.0,1105.0,63829.0,92.6,THE FAR WEST,7786.0,18341.0,26678.0,33393.0,9.032692174,21.27775586440521,30.94967400635746,38.73987796,32.6,32.7,32.5
4007,Gila,49.20774912,7.025936063,88.7272363,2274.5,Arizona,2019,53922.0,922.0,52665.0,76.4,THE FAR WEST,5131.0,11192.0,15587.0,7382.0,13.05863789066477,28.48416980555838,39.66965285554311,18.78753944823374,51.1,49.7,52.5
4009,Graham,57.49654922,9.955378636,44.53646689,1161.0,Arizona,2019,38779.0,-162.0,52644.0,76.3,EL NORTE,3980.0,7123.0,9414.0,3529.0,16.55160941528737,29.62239042,39.14996257,14.67603759461033,34.2,33.9,34.7
4011,Greenlee,52.07025585,7.078135312,52.37375774,208.75,Arizona,2019,9302.0,-109.0,71669.0,103.9,EL NORTE,710.0,1877.0,2253.0,922.0,12.32211037834085,32.57549461992364,39.10100659493231,16.00138840680319,34.8,35.0,34.7
4012,La Paz,34.93752929,5.783359904,85.07996905,1396.0,Arizona,2019,16506.0,332.0,44330.0,64.3,EL NORTE,2110.0,4476.0,5038.0,1558.0,16.00667576998938,33.95539371870733,38.21878318919739,11.81914732,58.1,58.1,58.1
4013,Maricopa,115.8878934,28.01022745,15.24881611,293300.5,Arizona,2019,4551524.0,48593.0,76230.0,110.5,EL NORTE,326737.0,644940.0,950635.0,1006096.0,11.15749581342491,22.02357048607981,32.46251888398064,34.35641481651464,37.4,36.4,38.4
