GEOID,NAMELSAD,avg_d_mbps_wt,avg_u_mbps_wt,avg_lat_ms_wt,tests
08001,Adams County,36.00066973239867,8.695923977711606,48.8213646098669,3175.5
08003,Alamosa County,28.995163768877113,13.385841799403707,66.8163454121894,141.5
08005,Arapahoe County,41.433784394257444,9.136972412185663,45.6803931263347,4635.25
08007,Archuleta County,25.872924014940033,7.692745117607528,75.27553944375516,106.75
08009,Baca County,19.555364270050124,8.555330833594402,47.242135286132,22.5
08011,Bent County,36.95844435531789,12.80385791493365,43.519726678550214,25.75
08013,Boulder County,37.59522218783376,8.773361916537125,54.29622533723365,1633.25
08014,Broomfield County,38.090410881681336,7.254708368168876,47.121043304869595,483.5
08015,Chaffee County,22.444663442171162,7.696718568545705,76.57247058417573,203.5
08017,Cheyenne County,13.054577362523958,6.3442973426212586,83.19900855078873,13.75
08019,Clear Creek County,53.140875272197945,10.511732158332448,59.73118351897422,107.5
08021,Conejos County,23.0117029265873,7.620287251984127,75.21805555555557,18.0
08023,Costilla County,22.45724285714286,6.690967261904762,82.59166666666667,18.5
08025,Crowley County,26.700524850149847,7.041292957042957,79.20666833166833,17.0
08027,Custer County,13.991901886306085,5.758726732020197,204.16402068264873,56.0
08029,Delta County,34.29047799385958,7.644810536622057,69.29533616687416,106.75
08031,Denver County,93.25230966779112,11.338957322756858,44.178322619968,6900.25
08033,Dolores County,4.821771428571429,4.8029464285714285,104.36488095238096,10.75
08035,Douglas County,42.92097702801712,8.2890937493367,49.157926042628254,2723.0
08037,Eagle County,38.098448085296376,10.144221075324346,64.96447767702325,315.25
08039,Elbert County,30.101442074027563,7.517441953466514,56.72479864817263,184.5
08041,El Paso County,35.66350021318242,9.743998900750036,47.243734985948436,4428.75
08043,Fremont County,25.051009792099556,7.503050195018316,64.54432377485905,177.75
08045,Garfield County,36.430835882180105,11.178188909089236,58.6108070733119,208.5
08047,Gilpin County,40.77547886636637,6.292069027360695,61.498827994661326,59.0
08049,Grand County,22.569532742314685,6.033401718869365,73.17080478421107,248.0
08051,Gunnison County,32.33164399743498,8.555009917964135,69.67407102047531,85.5
08053,Hinsdale County,2.2841666666666667,1.4511136363636363,131.21212121212122,4.5
08055,Huerfano County,13.641421061609536,5.980448007562296,84.05232297944946,71.75
08057,Jackson County,15.959785714285715,6.691699404761904,100.5327380952381,16.0
08059,Jefferson County,43.266829861628,9.29530079188482,45.61709728405017,3174.5
08061,Kiowa County,29.9545637605042,15.696348074229693,53.617752100840335,12.5
08063,Kit Carson County,29.02352497077606,9.170037608699118,68.87569866734167,68.75
08065,Lake County,31.573256993321483,7.972485196940135,71.42306292825721,54.5
08067,La Plata County,20.377864201896514,6.631527854241011,74.6539431526035,300.5
08069,Larimer County,36.120715460222314,7.361186254544254,49.81381707472147,2136.0
08071,Las Animas County,21.89394683706816,8.448700285417196,102.12570028011204,52.75
08073,Lincoln County,19.94487128456221,10.941284951036865,60.35996543778802,67.0
08075,Logan County,27.808111178088474,10.082074382837414,51.26565662220517,133.5
08077,Mesa County,35.320089969991386,10.271950379550677,73.32375566050145,811.0
08079,Mineral County,24.108100732600732,4.48410057997558,87.52014652014653,12.5
08081,Moffat County,33.99207075997653,5.40210575850939,88.86198894757433,51.25
08083,Montezuma County,21.729644846824762,7.088012171983535,70.09054030024667,159.5
08085,Montrose County,22.080820735317644,6.643390768742876,73.75442780877265,156.0
08087,Morgan County,39.12044319333564,13.556346137445026,41.43811785114003,396.75
08089,Otero County,30.294434379372134,10.881287051951698,50.27022707551943,84.0
08091,Ouray County,23.09942700819515,5.636547682409194,65.16524844343301,51.0
08093,Park County,14.840932067164584,6.072355751194173,81.39952579642853,161.5
08095,Phillips County,26.096526097763046,10.754855668854757,63.46090274679753,27.75
08097,Pitkin County,40.60130855956253,11.32651368127496,65.45777302840388,152.0
08099,Prowers County,29.309766883116882,7.942309253246753,71.29285714285714,97.5
08101,Pueblo County,28.27439622182921,8.83221730638667,50.61518831708656,746.25
08103,Rio Blanco County,30.625909330143543,7.779041566985646,91.67912679425837,22.75
08105,Rio Grande County,28.542232099089635,6.947364530812324,78.32129726890757,69.0
08107,Routt County,18.090564376511853,6.470715718069666,72.33051814223512,145.0
08109,Saguache County,21.612835451674684,9.241195303727032,77.67401868547624,71.0
08111,San Juan County,47.64703227654698,11.088142984466515,51.69789279348103,17.75
08113,San Miguel County,38.83473625192012,9.923858800563234,70.94810547875065,48.0
08115,Sedgwick County,19.502338533717786,8.67127522838268,88.77168136528147,33.5
08117,Summit County,40.91260504192209,9.581992129338625,50.63757821406585,323.5
08119,Teller County,34.93824916019507,9.393339033164935,50.81138302773618,188.5
08121,Washington County,35.12115076829156,12.793190786416035,36.985840376624544,80.25
08123,Weld County,33.71638612929178,8.158022307586464,49.489500043268364,1872.0
08125,Yuma County,29.577437373737375,10.415871190162495,49.311218159859465,84.5
