year,geoid,state,state_name,county,download_min,upload_min,download_avg,upload_avg,download_max,upload_max,download_minRTT_r1,download_minRTT_r2,upload_minRTT_r1,upload_minRTT_r2,num_of_measurements_daily_sampled,population_estimate,net_migration,median_household_income,median_household_income_percent,WOODARD NATION NAME
2020,1051,1,Alabama,Elmore,0.873461749,0.121565574,79.95865847,26.97133333,444.8890328,330.4014344,26.75951913,26.77921858,27.00029781,26.97781421,2928,87853,-84,63147,117,DEEP SOUTH
2020,1053,1,Alabama,Escambia,0.904221311,0.177122951,63.63737158,15.21987705,300.5635874,82.1392541,45.52585792,45.56262568,45.74907377,45.76439891,2928,36680,-49,40506,75,DEEP SOUTH
2020,1055,1,Alabama,Etowah,0.503598361,0.141027322,79.92291803,19.73228142,496.660388,224.6279918,26.28025683,26.23936339,26.30514481,26.29711749,2928,103447,55,46308,85.8,GREATER APPALACHIA
2020,1057,1,Alabama,Fayette,12.04949051,3.323670886,31.80891772,10.15418987,62.54632595,24.05149051,45.49749684,45.44136076,46.0578481,45.90720886,2528,16330,13,46122,85.4,GREATER APPALACHIA
2020,1059,1,Alabama,Franklin,19.9598474,3.171457792,48.5305974,7.976107143,91.10374675,15.06143182,45.08651948,43.9119026,44.63092208,45.06101623,2464,32075,-31,45440,84.2,GREATER APPALACHIA
2020,1061,1,Alabama,Geneva,13.67806461,3.693502809,66.93694663,20.96328652,178.6268708,63.16698034,36.87421067,36.68407303,38.75919944,38.63003371,2848,26696,62,43206,80,DEEP SOUTH
2020,1063,1,Alabama,Greene,13.99333984,13.12563281,20.13269531,18.99887109,26.85604297,25.55852734,56.64416797,60.23236719,62.93827734,67.40242578,2048,7702,-21,30225,56,DEEP SOUTH
2020,1065,1,Alabama,Hale,21.11267105,4.972901316,45.92342105,13.54058224,85.84929276,27.02194408,56.52647368,56.57995395,65.36608882,64.89033882,2432,14768,7,41995,77.8,DEEP SOUTH
2020,1067,1,Alabama,Henry,10.54475238,2.443155556,29.15600952,8.327174603,64.07475873,20.23145397,43.74188254,46.0318381,42.9492,43.40722222,2520,17175,50,56389,104.4,DEEP SOUTH
2020,1069,1,Alabama,Houston,0.200557377,0.061456284,59.33035519,10.71615574,370.1791475,114.5654481,36.70109016,36.56085246,37.6407377,37.66436066,2928,107286,54,48701,90.2,DEEP SOUTH
2020,1071,1,Alabama,Jackson,1.560098361,0.47981694,53.74189617,39.23729508,293.9865874,238.2923361,21.58652186,21.66586066,21.65029781,21.70229235,2928,52545,25,46998,87,GREATER APPALACHIA
2020,1073,1,Alabama,Jefferson,0.049535519,0.011956284,83.17031694,29.9962623,810.3949317,710.1885355,25.41550273,25.42854645,25.44129781,25.45251639,2928,674675,318,55210,102.3,DEEP SOUTH
2020,1075,1,Alabama,Lamar,13.60929841,8.341593651,42.0134,24.55353333,87.45218095,49.78488254,46.23040635,46.23527302,50.96629206,44.99452381,2520,13956,-1,44265,82,GREATER APPALACHIA
2020,1077,1,Alabama,Lauderdale,0.684505464,0.19110929,73.31795355,23.84875683,374.4934372,294.9942951,27.95653279,27.96081967,28.61169945,28.63286339,2928,94025,595,52222,96.7,GREATER APPALACHIA
2020,1079,1,Alabama,Lawrence,15.77233134,2.586483582,39.38791642,7.621068657,81.03476119,17.83689254,44.10270149,45.21823284,46.07106866,46.00010149,2680,33089,43,55555,102.9,GREATER APPALACHIA
2020,1081,1,Alabama,Lee,0.186144809,0.028672131,71.11110656,27.04276776,596.0866749,490.8415874,25.29765574,25.27908197,25.13468306,25.18141803,2928,174742,321,54188,100.4,DEEP SOUTH
2020,1083,1,Alabama,Limestone,6.409018414,3.681327195,73.92098584,46.14450283,385.8069632,335.6373484,26.16232861,26.23409915,26.98863314,26.88767705,5648,104190,567,69207,128.2,GREATER APPALACHIA
2020,1085,1,Alabama,Lowndes,7.541978648,3.398092527,15.04847687,7.922811388,25.97604626,15.88946263,56.41238078,57.53051246,55.39850178,58.62389324,2248,10273,-8,36993,68.5,DEEP SOUTH
2020,1087,1,Alabama,Macon,15.59332653,3.039360544,37.41608163,8.701870748,70.80784354,18.45002041,40.78715646,40.69682993,39.36085374,38.24805782,2352,19473,-14,35354,65.5,DEEP SOUTH
2020,1089,1,Alabama,Madison,0.097322404,0.024054645,130.1160246,72.08595082,894.5306257,767.2561995,20.10940437,20.12635246,20.76851639,20.7825847,2928,390502,2251,78386,145.2,GREATER APPALACHIA
2020,1091,1,Alabama,Marengo,4.846512894,1.54330086,20.17866189,8.314146132,51.00023782,22.94876791,31.01504871,30.7964212,31.10105731,30.91244126,2792,19266,-27,42048,77.9,DEEP SOUTH
2020,1093,1,Alabama,Marion,6.630054645,6.856964481,69.42669672,69.68178689,239.0670246,246.3491093,30.31311475,30.39571038,31.05844536,31.17558743,2928,29166,-111,44636,82.7,GREATER APPALACHIA
2020,1095,1,Alabama,Marshall,0.52092623,0.119751366,66.16812568,18.97712568,378.5741831,251.2549699,31.66096175,31.67128415,31.8416694,31.81443716,2928,97696,31,50858,94.2,GREATER APPALACHIA
2020,1097,1,Alabama,Mobile,0.105961749,0.025734973,82.26337432,40.17167486,699.0522678,639.4829973,37.81609836,37.83663661,38.45136066,38.48280874,2928,414353,-463,49848,92.3,DEEP SOUTH
2020,1099,1,Alabama,Monroe,4.425142466,1.081852055,46.48153151,11.49114521,153.1583562,40.81044384,50.87719452,51.36515616,51.06663014,50.90987123,2920,19704,-26,40997,75.9,DEEP SOUTH
2020,1101,1,Alabama,Montgomery,0.195663934,0.046150273,85.36441257,26.08580328,643.9599508,533.4814754,24.82392623,24.89118852,25.28307377,25.29340984,2928,228322,-663,50645,93.8,DEEP SOUTH
2020,1103,1,Alabama,Morgan,0.491016393,0.122155738,83.5070765,28.73946448,564.0836503,494.2429508,29.78167486,29.79288525,30.59090437,30.63985246,2928,123288,-98,56340,104.4,GREATER APPALACHIA
2020,1105,1,Alabama,Perry,17.77299107,14.67566518,33.25874554,22.97183482,54.78172321,35.28554911,32.89554464,32.59075893,29.77537946,30.00355804,1792,8458,-50,31522,58.4,DEEP SOUTH
2020,1107,1,Alabama,Pickens,12.8435627,3.001176849,29.72843087,8.31711254,57.72510289,20.50223473,46.50590675,46.53601929,43.41758842,42.96789389,2488,18922,-133,43926,81.4,DEEP SOUTH
2020,1109,1,Alabama,Pike,3.774797814,1.88004918,73.82776776,49.65716393,300.5862596,173.9071066,18.44743443,18.59029781,18.5837541,18.69485792,2928,32906,-85,38945,72.1,DEEP SOUTH
2020,1111,1,Alabama,Randolph,3.6267507,0.785336134,24.52495518,5.801756303,73.7382493,19.82736134,50.50662465,50.40136134,50.27896639,50.75085434,2856,22092,160,45889,85,DEEP SOUTH
2020,1113,1,Alabama,Russell,1.051155738,0.193357923,67.44984426,43.89634699,412.8566202,359.2829016,22.85854918,22.88647814,22.51,22.49708743,2928,59259,41,44849,83.1,DEEP SOUTH
2020,1115,1,Alabama,St. Clair,0.134715847,0.039800546,35.98496448,8.650959016,308.936653,189.0104945,37.7829071,37.78378142,37.75249727,37.64922131,2928,91652,204,63015,116.7,DEEP SOUTH
2020,1117,1,Alabama,Shelby,0.141532787,0.034117486,94.0949235,35.8435847,756.6842486,772.7821612,25.16202732,25.15685792,25.29132787,25.27168033,2928,223881,748,85457,158.3,DEEP SOUTH
2020,1119,1,Alabama,Sumter,50.23363298,23.59679787,66.0295,33.38684043,84.36660638,45.69445213,28.03318085,28.74338298,27.59809574,28.64248404,1504,12196,-103,29490,54.6,DEEP SOUTH
2020,1121,1,Alabama,Talladega,0.343502732,0.05673224,58.45139344,14.74584973,391.5317404,231.9942869,30.14077869,30.12046995,29.37424044,29.44781967,2928,81428,-587,47331,87.7,DEEP SOUTH
2020,1123,1,Alabama,Tallapoosa,2.700079235,0.803101093,72.63651639,12.50522404,257.3633852,70.87183333,30.34641803,30.41850273,30.54404645,30.59765574,2928,41286,6,47444,87.9,DEEP SOUTH
2020,1125,1,Alabama,Tuscaloosa,0.23226776,0.069516393,92.20521858,30.84549454,673.3014699,500.0855055,23.85453279,23.85683607,24.18104645,24.20048087,2928,231534,5071,56274,104.2,DEEP SOUTH
2020,1127,1,Alabama,Walker,1.179169399,0.306174863,64.77063115,9.35292623,290.0240027,48.76813934,36.35337432,36.32865301,36.74569126,36.75096175,2928,65132,-73,46343,85.8,GREATER APPALACHIA
2020,1129,1,Alabama,Washington,2.656484507,0.546104225,10.89253521,3.85095493,27.92390986,13.39737465,62.32967324,62.88028732,63.03211268,65.07667324,2840,15327,-52,49795,92.2,DEEP SOUTH
2020,1131,1,Alabama,Wilcox,13.99634237,6.649623729,46.37508136,19.47384746,91.77413898,36.87896949,59.79388475,62.65134576,48.00715593,49.52675593,2360,10432,-125,30071,55.7,DEEP SOUTH
2020,1133,1,Alabama,Winston,9.415640449,12.00547472,59.33816573,71.25045787,167.3823146,210.9591011,34.50075562,34.89739045,35.27058989,35.31441854,2848,23488,-15,47176,87.4,GREATER APPALACHIA
2020,2013,2,Alaska,Aleutians East,6.857115789,2.716115789,7.409252632,2.778831579,8.053231579,2.887747368,452.0495158,437.0957474,418.1034,424.7000421,760,3425,0,71492,91.1,THE FAR WEST
2020,2016,2,Alaska,Aleutians West,1.751484496,1.040763566,2.55951938,1.630112403,3.463732558,2.37953876,529.9111085,527.5594264,445.6007907,442.0348411,2064,5222,-17,86050,109.7,THE FAR WEST
2020,2020,2,Alaska,Anchorage,0.06713388,0.025423497,63.66531148,13.58588798,419.6793443,96.12181148,63.62777869,63.73171858,65.32202732,65.45027322,2928,290866,-861,86152,109.8,THE FAR WEST
2020,2050,2,Alaska,Bethel,1.38822409,0.65070028,6.14832493,2.721056022,16.68072269,7.037641457,94.49984594,95.23602521,97.1700084,97.41966387,2856,18673,-73,54849,69.9,FIRST NATION
2020,2060,2,Alaska,Bristol Bay,8.353732824,1.848854962,10.38216794,2.26070229,11.63153435,2.569877863,92.45081679,92.91496947,94.79118321,94.75706107,1048,829,-13,88516,112.8,THE FAR WEST
2020,2068,2,Alaska,Denali,28.18614815,9.858444444,29.38551852,9.969111111,30.58488889,10.07977778,87.55651852,95.65018519,126.3298889,125.9108889,216,1614,-12,85251,108.7,FIRST NATION
2020,2070,2,Alaska,Dillingham,7.682336986,3.321254795,89.51758904,23.13189863,266.397874,49.17836712,56.33892329,56.0314,57.89046849,57.99746301,2920,4835,-27,58389,74.4,FIRST NATION
2020,2090,2,Alaska,Fairbanks North Star,0.26531694,0.115702186,59.43468852,15.29661749,300.9813087,106.1989044,69.26434973,69.35420219,71.05604918,71.07375137,2928,95328,-521,76754,97.9,THE FAR WEST
2020,2100,2,Alaska,Haines,7.220623656,1.482123656,9.488548387,2.074268817,12.18123118,2.689075269,54.41244624,54.89651075,68.93073656,66.02186559,1488,2086,9,63155,80.5,THE FAR WEST
2020,2105,2,Alaska,Hoonah-Angoon,27.56839535,4.265875969,31.80883721,4.759170543,36.46248062,5.276093023,136.3287984,132.9519845,136.3883023,139.5976589,1032,2362,-2,56555,72.1,THE LEFT COAST
2020,2110,2,Alaska,Juneau,1.139114754,0.438751366,91.93632787,15.41963934,419.332653,53.54809836,50.65056011,50.66705464,52.76137158,52.51844536,2928,32202,-75,89922,114.6,THE LEFT COAST
2020,2122,2,Alaska,Kenai Peninsula,0.425535519,0.227333333,30.88204918,9.808491803,205.9388306,47.51075683,62.72614481,62.69268306,65.69168852,65.77359836,2928,58927,94,71111,90.7,THE FAR WEST
2020,2130,2,Alaska,Ketchikan Gateway,6.094825137,5.174967213,58.82163388,54.62748087,178.2968224,169.3345383,46.66234973,47.22731148,46.93004918,47.40203825,2928,13918,-49,73260,93.4,THE LEFT COAST
2020,2150,2,Alaska,Kodiak Island,13.87205682,3.815465909,54.34353409,14.77484943,125.0848977,32.66391477,62.70844602,62.02307955,65.25885227,65.70484943,2816,13047,-77,80863,103.1,THE FAR WEST
2020,2158,2,Alaska,Kusilvak,4.563497738,1.565674208,7.818217195,3.450158371,12.6039819,6.338873303,117.3027919,118.2573167,122.0951674,124.2831629,1768,8373,-42,38203,48.7,FIRST NATION
2020,2164,2,Alaska,Lake and Peninsula,2.036285714,0.303555556,2.56068254,0.452539683,3.133587302,0.598714286,74.09625397,74.49060317,81.81226984,75.59192063,504,1452,-21,51205,65.3,FIRST NATION
2020,2170,2,Alaska,Matanuska-Susitna,0.363379781,0.207718579,36.71326776,9.503412568,269.1635656,60.68050273,54.01207104,54.01131694,55.62384426,55.56039071,2928,107515,242,80164,102.2,THE FAR WEST
2020,2180,2,Alaska,Nome,4.860564669,1.683299685,10.44621136,2.907138801,17.86029338,4.931271293,106.2826435,106.6097413,106.2294385,107.5788233,2536,10028,-43,65578,83.6,FIRST NATION
2020,2185,2,Alaska,North Slope,0.892885714,0.330965714,9.161842857,2.034988571,31.45642571,6.493868571,163.0517743,156.6387486,160.12504,156.3534257,2800,11002,-52,95041,121.2,FIRST NATION
2020,2188,2,Alaska,Northwest Arctic,2.311074349,1.081713755,4.112914498,1.715855019,6.432665428,2.509204461,102.9197732,104.2337323,107.5623978,105.8315056,2152,7790,-24,67586,86.2,FIRST NATION
2020,2195,2,Alaska,Petersburg,37.58100446,9.628325893,58.77361161,14.79664732,88.83825893,21.37011607,53.93729911,53.25226339,52.63898214,53.26830804,1792,3405,1,71878,91.6,THE LEFT COAST
2020,2198,2,Alaska,Prince of Wales-Hyder,5.865311419,1.101868512,11.45006228,2.350124567,19.33025606,4.24600346,64.79661592,65.75728374,64.68059862,62.73434602,2312,5739,-17,56226,71.7,THE LEFT COAST
2020,2220,2,Alaska,Sitka,28.21622892,7.384635542,76.88864759,16.37747892,152.330497,28.3300753,54.18509337,56.28424699,56.32496084,57.21287349,2656,8425,-30,78248,99.8,THE LEFT COAST
2020,2230,2,Alaska,Skagway,8.357252874,1.391333333,9.924632184,1.758850575,11.69964368,2.330114943,66.93616092,66.12016092,65.81803448,63.23658621,696,1240,-2,65712,83.8,THE FAR WEST
2020,2240,2,Alaska,Southeast Fairbanks,5.672357143,1.651412338,21.12807143,4.256561688,53.81033117,9.699149351,95.89974675,95.8562013,103.019974,103.0179156,2464,6820,3,68347,87.1,THE FAR WEST
2020,2261,2,Alaska,Valdez-Cordova,2.139469945,0.515855191,24.88615301,12.29454645,93.85623497,58.91215301,78.84726503,77.54104918,78.79705464,78.35452732,2928,,,,,THE FAR WEST
2020,2275,2,Alaska,Wrangell,32.84901775,7.917059172,50.59419527,11.85794675,73.35661538,16.6357574,61.00515976,60.95889349,59.8114142,61.93531361,1352,2127,2,64732,82.5,THE LEFT COAST
2020,2282,2,Alaska,Yakutat,26.74066667,18.05533333,27.40933333,20.52133333,28.078,22.98733333,86.488,86.488,89.44366667,89.44366667,24,684,20,73014,93.1,THE LEFT COAST
2020,2290,2,Alaska,Yukon-Koyukuk,3.637648649,1.745009009,4.746945946,2.358405405,6.022540541,3.039756757,90.2599009,90.40409009,90.46373874,92.56287387,888,5296,-41,44934,57.3,FIRST NATION
2020,4001,4,Arizona,Apache,0.146579235,0.046939891,7.508112022,4.337010929,79.74897814,77.18687432,71.91712568,72.45568033,72.23673224,72.1252541,2928,65911,-44,41002,59.5,THE FAR WEST
2020,4003,4,Arizona,Cochise,0.23647541,0.076663934,63.78039617,9.857527322,344.4391557,99.99977596,36.2526776,36.23334426,37.85755738,37.80333333,2928,125522,107,55748,80.8,EL NORTE
2020,4005,4,Arizona,Coconino,0.138177596,0.032587432,78.56011475,17.57436612,535.4962049,272.9662787,32.07014754,32.05632514,33.60548361,33.57665847,2928,145180,-18,63829,92.6,THE FAR WEST
2020,4007,4,Arizona,Gila,0.727065574,0.211095628,44.43087978,7.231898907,214.9552459,47.75303552,32.99298634,33.00137705,35.25217213,35.42239617,2928,53351,203,52665,76.4,THE FAR WEST
2020,4009,4,Arizona,Graham,3.193497268,0.983131148,77.08722678,12.36623497,281.7972377,44.15623497,29.06473497,29.0714153,30.9331612,30.89924863,2928,38638,67,52644,76.3,EL NORTE
2020,4011,4,Arizona,Greenlee,15.87935119,2.738470238,52.20555952,10.60693452,114.9654762,24.7536875,51.21455655,50.85032143,43.62520238,44.44458036,2688,9526,-45,71669,103.9,EL NORTE
2020,4012,4,Arizona,La Paz,2.556860656,0.549715847,61.01914208,6.397718579,169.7884945,24.69658743,33.10901093,33.18965847,33.8478388,34.47498634,2928,16575,69,44330,64.3,EL NORTE
2020,4013,4,Arizona,Maricopa,0.007191257,0.003560109,95.49110656,22.12823497,1091.456735,903.3129699,28.47215027,28.47731421,29.55322131,29.55472131,2928,4440232,18466,76230,110.5,EL NORTE
2020,4015,4,Arizona,Mohave,0.113448087,0.02531694,76.69855738,14.63138798,561.409235,128.1093115,33.45719672,33.44527869,34.71344536,34.6900765,2928,214176,1709,48169,69.8,THE FAR WEST
2020,4017,4,Arizona,Navajo,0.202836066,0.057163934,44.04211749,8.135439891,373.8994672,96.22581148,47.38544536,47.42278415,48.45676776,48.42994262,2928,106762,157,49057,71.1,THE FAR WEST
2020,4019,4,Arizona,Pima,0.036150273,0.011112022,90.80730328,13.24760109,868.769071,601.1293005,29.93368306,29.94804098,31.12245082,31.13255191,2928,1045175,2366,60604,87.9,EL NORTE
2020,4021,4,Arizona,Pinal,0.150174863,0.03407377,82.29196721,15.44494262,755.5773825,333.7489617,31.09569672,31.09796995,32.60660109,32.66445082,2928,429446,4575,70835,102.7,EL NORTE
2020,4023,4,Arizona,Santa Cruz,1.046997268,0.302964481,48.18712295,10.08236885,194.4143087,51.31271311,38.7301776,38.79622678,39.43740164,39.52589617,2928,47705,-17,49216,71.4,EL NORTE
2020,4025,4,Arizona,Yavapai,0.178931694,0.047336066,80.44999454,12.94964754,474.4235464,185.150847,30.0372623,30.13990164,31.30056831,31.19756831,2928,237216,1643,57676,83.6,THE FAR WEST
2020,4027,4,Arizona,Yuma,0.21454918,0.059008197,86.56930601,11.67215847,514.9597678,126.687194,20.2047377,20.2037541,20.73299454,20.73462295,2928,204528,580,55991,81.2,EL NORTE
2020,5001,5,Arkansas,Arkansas,3.945025788,0.94413467,21.12766189,13.13007736,64.56624642,50.51304298,55.10209456,55.32233238,53.98078223,54.10158166,2792,17107,-23,50928,96.9,DEEP SOUTH
2020,5003,5,Arkansas,Ashley,4.842060172,0.932111748,22.29637536,7.844684814,60.43532378,28.92804585,36.17485387,36.24902292,39.04214327,39.12230086,2792,18962,-71,44030,83.7,DEEP SOUTH
2020,5005,5,Arkansas,Baxter,1.103387978,0.2145,58.20021858,30.5444235,293.442153,216.9298962,46.11986612,46.15114481,46.94413115,46.95134153,2928,41687,195,45116,85.8,GREATER APPALACHIA
2020,5007,5,Arkansas,Benton,0.144265027,0.032797814,110.9072186,37.02048907,762.4064945,604.8458552,26.84489617,26.85936066,27.81065301,27.82102732,2928,286586,1952,78974,150.2,GREATER APPALACHIA
2020,5009,5,Arkansas,Boone,0.64297541,0.160084699,46.75009836,13.42377596,268.4162186,109.3505246,36.36260929,36.46735246,37.54789891,37.52596721,2928,37383,37,48700,92.6,GREATER APPALACHIA
2020,5011,5,Arkansas,Bradley,6.623141509,2.321471698,18.01116981,6.842962264,38.89066038,17.29419811,49.87182704,47.18145912,52.24712893,50.8457673,2544,10488,-34,40454,76.9,DEEP SOUTH
2020,5013,5,Arkansas,Calhoun,39.19248387,39.01810599,56.4974424,51.55491244,76.35412903,66.45128111,34.50601843,34.44838249,35.03386636,34.9225576,1736,4738,0,49977,95.1,DEEP SOUTH
2020,5015,5,Arkansas,Carroll,2.10930411,0.469534247,42.28930137,8.596372603,180.1522603,38.48027945,34.26869863,34.54344384,34.23343288,34.27367671,2920,28242,-23,49225,93.6,GREATER APPALACHIA
2020,5017,5,Arkansas,Chicot,13.07826502,2.151646643,25.98589046,5.440558304,42.1170318,10.32472792,38.09650883,37.49182332,39.60015901,39.67177385,2264,10157,-42,34857,66.3,DEEP SOUTH
2020,5019,5,Arkansas,Clark,10.51549454,4.748284153,81.30212568,49.3172541,250.793265,203.8788716,42.90337432,43.0910847,44.41189891,44.5477541,2928,21387,-52,47158,89.7,DEEP SOUTH
2020,5021,5,Arkansas,Clay,12.54621552,1.40204023,39.24627299,9.490933908,90.36730172,33.39038506,56.83725575,55.78187356,58.29428736,58.14317241,2784,14528,-14,41419,78.8,GREATER APPALACHIA
2020,5023,5,Arkansas,Cleburne,3.782021978,1.284747253,40.75755769,12.0137967,130.2083352,35.17149451,52.3713544,52.29906868,53.03531319,53.00498626,2912,24696,33,50200,95.5,GREATER APPALACHIA
2020,5025,5,Arkansas,Cleveland,3.653323129,1.636918367,8.639734694,5.957986395,15.6212483,12.41945578,77.84541837,78.03309524,68.63895578,65.27954422,2352,7550,14,53705,102.1,DEEP SOUTH
2020,5027,5,Arkansas,Columbia,10.4462067,8.524935754,53.90824022,33.99632123,135.1786369,92.00427095,47.31215363,47.20804469,47.85840503,48.22747765,2864,22742,-36,44651,84.9,DEEP SOUTH
2020,5029,5,Arkansas,Conway,19.31701205,3.695240964,71.68262349,19.55537048,173.751762,53.50471988,50.2170994,50.83410843,53.65174096,52.86873494,2656,20729,33,47741,90.8,GREATER APPALACHIA
2020,5031,5,Arkansas,Craighead,0.415743169,0.117163934,91.30904918,39.19665574,481.8459891,392.0457158,40.86886885,40.8779235,42.56870492,42.64163934,2928,111603,271,52490,99.8,DEEP SOUTH
2020,5033,5,Arkansas,Crawford,1.360814208,0.262538251,80.20430328,34.16587158,430.671071,321.618847,29.78961475,29.82534153,30.06831967,30.05185519,2928,60147,3,54065,102.8,GREATER APPALACHIA
2020,5035,5,Arkansas,Crittenden,3.120265027,0.499833333,85.09423497,11.60681967,332.1259426,41.88260929,35.34429235,35.31053279,36.87061749,36.79473497,2928,48086,-87,43821,83.3,DEEP SOUTH
2020,5037,5,Arkansas,Cross,11.86828011,2.534084034,55.15498039,20.29771148,156.0101176,76.9600028,36.95984874,37.05932493,37.14673109,37.65082633,2856,16796,-38,45262,86.1,DEEP SOUTH
2020,5039,5,Arkansas,Dallas,11.8902622,4.22804878,16.06213415,6.966036585,21.29470122,11.12139024,69.11244512,77.19423171,80.17139634,80.35436585,1312,6442,-22,42442,80.7,DEEP SOUTH
2020,5041,5,Arkansas,Desha,21.37832082,4.64994198,40.18401365,8.977269625,63.28213993,16.11520819,36.42884642,36.38681911,39.69510922,39.97084983,2344,11320,-57,39042,74.3,DEEP SOUTH
